127.0.0.1 - - [10/Aug/2025:20:11:46 +0000] "GET /health HTTP/1.1" 502 150 "-" "curl/8.14.1" "-" rt=3.078 uct="-" uht="-" urt="3.077"
127.0.0.1 - - [11/Aug/2025:05:54:19 +0000] "GET /health HTTP/1.1" 200 310 "-" "curl/8.14.1" "-" rt=0.002 uct="0.000" uht="0.002" urt="0.002"
127.0.0.1 - - [11/Aug/2025:05:54:49 +0000] "GET /health HTTP/1.1" 200 310 "-" "curl/8.14.1" "-" rt=0.005 uct="0.000" uht="0.004" urt="0.004"
127.0.0.1 - - [11/Aug/2025:05:55:19 +0000] "GET /health HTTP/1.1" 200 310 "-" "curl/8.14.1" "-" rt=0.004 uct="0.000" uht="0.004" urt="0.004"
127.0.0.1 - - [11/Aug/2025:05:55:49 +0000] "GET /health HTTP/1.1" 200 310 "-" "curl/8.14.1" "-" rt=0.004 uct="0.000" uht="0.003" urt="0.003"
127.0.0.1 - - [11/Aug/2025:05:56:19 +0000] "GET /health HTTP/1.1" 200 309 "-" "curl/8.14.1" "-" rt=0.002 uct="0.001" uht="0.003" urt="0.003"
127.0.0.1 - - [11/Aug/2025:05:56:49 +0000] "GET /health HTTP/1.1" 200 310 "-" "curl/8.14.1" "-" rt=0.003 uct="0.000" uht="0.004" urt="0.004"
127.0.0.1 - - [11/Aug/2025:05:57:19 +0000] "GET /health HTTP/1.1" 200 309 "-" "curl/8.14.1" "-" rt=0.003 uct="0.001" uht="0.003" urt="0.003"
127.0.0.1 - - [11/Aug/2025:05:57:49 +0000] "GET /health HTTP/1.1" 200 310 "-" "curl/8.14.1" "-" rt=0.002 uct="0.001" uht="0.003" urt="0.003"
127.0.0.1 - - [11/Aug/2025:05:58:19 +0000] "GET /health HTTP/1.1" 200 310 "-" "curl/8.14.1" "-" rt=0.003 uct="0.000" uht="0.004" urt="0.004"
127.0.0.1 - - [11/Aug/2025:05:58:49 +0000] "GET /health HTTP/1.1" 200 310 "-" "curl/8.14.1" "-" rt=0.004 uct="0.001" uht="0.004" urt="0.004"
127.0.0.1 - - [11/Aug/2025:05:59:19 +0000] "GET /health HTTP/1.1" 200 309 "-" "curl/8.14.1" "-" rt=0.002 uct="0.000" uht="0.002" urt="0.002"
127.0.0.1 - - [11/Aug/2025:05:59:49 +0000] "GET /health HTTP/1.1" 200 310 "-" "curl/8.14.1" "-" rt=0.003 uct="0.000" uht="0.003" urt="0.003"
127.0.0.1 - - [11/Aug/2025:06:00:19 +0000] "GET /health HTTP/1.1" 200 310 "-" "curl/8.14.1" "-" rt=0.004 uct="0.000" uht="0.005" urt="0.005"
127.0.0.1 - - [11/Aug/2025:06:00:49 +0000] "GET /health HTTP/1.1" 200 310 "-" "curl/8.14.1" "-" rt=0.004 uct="0.001" uht="0.005" urt="0.005"
127.0.0.1 - - [11/Aug/2025:06:01:20 +0000] "GET /health HTTP/1.1" 200 310 "-" "curl/8.14.1" "-" rt=0.004 uct="0.001" uht="0.005" urt="0.005"
127.0.0.1 - - [11/Aug/2025:06:01:50 +0000] "GET /health HTTP/1.1" 200 310 "-" "curl/8.14.1" "-" rt=0.006 uct="0.000" uht="0.006" urt="0.006"
127.0.0.1 - - [11/Aug/2025:06:02:20 +0000] "GET /health HTTP/1.1" 200 310 "-" "curl/8.14.1" "-" rt=0.004 uct="0.000" uht="0.004" urt="0.004"
127.0.0.1 - - [11/Aug/2025:06:02:50 +0000] "GET /health HTTP/1.1" 200 310 "-" "curl/8.14.1" "-" rt=0.006 uct="0.000" uht="0.006" urt="0.006"
127.0.0.1 - - [11/Aug/2025:06:03:20 +0000] "GET /health HTTP/1.1" 200 310 "-" "curl/8.14.1" "-" rt=0.002 uct="0.000" uht="0.002" urt="0.002"
127.0.0.1 - - [11/Aug/2025:06:03:50 +0000] "GET /health HTTP/1.1" 200 310 "-" "curl/8.14.1" "-" rt=0.004 uct="0.001" uht="0.004" urt="0.004"
127.0.0.1 - - [11/Aug/2025:06:04:20 +0000] "GET /health HTTP/1.1" 200 310 "-" "curl/8.14.1" "-" rt=0.007 uct="0.000" uht="0.006" urt="0.006"
127.0.0.1 - - [11/Aug/2025:06:04:50 +0000] "GET /health HTTP/1.1" 200 310 "-" "curl/8.14.1" "-" rt=0.003 uct="0.001" uht="0.004" urt="0.004"
127.0.0.1 - - [11/Aug/2025:06:05:20 +0000] "GET /health HTTP/1.1" 200 310 "-" "curl/8.14.1" "-" rt=0.002 uct="0.000" uht="0.002" urt="0.002"
127.0.0.1 - - [11/Aug/2025:06:05:50 +0000] "GET /health HTTP/1.1" 200 310 "-" "curl/8.14.1" "-" rt=0.003 uct="0.000" uht="0.003" urt="0.003"
127.0.0.1 - - [11/Aug/2025:06:06:20 +0000] "GET /health HTTP/1.1" 200 310 "-" "curl/8.14.1" "-" rt=0.005 uct="0.000" uht="0.004" urt="0.004"
127.0.0.1 - - [11/Aug/2025:06:06:50 +0000] "GET /health HTTP/1.1" 200 310 "-" "curl/8.14.1" "-" rt=0.002 uct="0.000" uht="0.002" urt="0.002"
127.0.0.1 - - [11/Aug/2025:06:07:20 +0000] "GET /health HTTP/1.1" 200 310 "-" "curl/8.14.1" "-" rt=0.002 uct="0.000" uht="0.002" urt="0.002"
127.0.0.1 - - [11/Aug/2025:06:07:50 +0000] "GET /health HTTP/1.1" 200 310 "-" "curl/8.14.1" "-" rt=0.003 uct="0.000" uht="0.003" urt="0.003"
127.0.0.1 - - [11/Aug/2025:06:08:20 +0000] "GET /health HTTP/1.1" 200 310 "-" "curl/8.14.1" "-" rt=0.003 uct="0.000" uht="0.003" urt="0.003"
127.0.0.1 - - [11/Aug/2025:06:08:51 +0000] "GET /health HTTP/1.1" 200 309 "-" "curl/8.14.1" "-" rt=0.014 uct="0.001" uht="0.014" urt="0.014"
127.0.0.1 - - [11/Aug/2025:06:10:14 +0000] "GET /health HTTP/1.1" 200 310 "-" "curl/8.14.1" "-" rt=0.006 uct="0.000" uht="0.007" urt="0.007"
127.0.0.1 - - [11/Aug/2025:06:10:44 +0000] "GET /health HTTP/1.1" 200 309 "-" "curl/8.14.1" "-" rt=0.003 uct="0.000" uht="0.003" urt="0.003"
127.0.0.1 - - [11/Aug/2025:06:28:00 +0000] "GET /health HTTP/1.1" 200 310 "-" "curl/8.14.1" "-" rt=0.004 uct="0.001" uht="0.004" urt="0.004"
127.0.0.1 - - [11/Aug/2025:06:28:30 +0000] "GET /health HTTP/1.1" 200 310 "-" "curl/8.14.1" "-" rt=0.002 uct="0.000" uht="0.002" urt="0.002"
127.0.0.1 - - [11/Aug/2025:06:29:00 +0000] "GET /health HTTP/1.1" 200 308 "-" "curl/8.14.1" "-" rt=0.002 uct="0.000" uht="0.002" urt="0.002"
127.0.0.1 - - [11/Aug/2025:06:29:30 +0000] "GET /health HTTP/1.1" 200 310 "-" "curl/8.14.1" "-" rt=0.002 uct="0.000" uht="0.002" urt="0.002"
127.0.0.1 - - [11/Aug/2025:06:30:01 +0000] "GET /health HTTP/1.1" 200 310 "-" "curl/8.14.1" "-" rt=0.004 uct="0.000" uht="0.004" urt="0.004"
127.0.0.1 - - [11/Aug/2025:06:45:52 +0000] "GET /health HTTP/1.1" 200 310 "-" "curl/8.14.1" "-" rt=0.006 uct="0.000" uht="0.006" urt="0.006"
127.0.0.1 - - [11/Aug/2025:06:46:22 +0000] "GET /health HTTP/1.1" 200 310 "-" "curl/8.14.1" "-" rt=0.004 uct="0.000" uht="0.004" urt="0.004"
127.0.0.1 - - [11/Aug/2025:06:46:52 +0000] "GET /health HTTP/1.1" 200 309 "-" "curl/8.14.1" "-" rt=0.006 uct="0.000" uht="0.005" urt="0.005"
127.0.0.1 - - [11/Aug/2025:07:03:08 +0000] "GET /health HTTP/1.1" 200 310 "-" "curl/8.14.1" "-" rt=0.002 uct="0.000" uht="0.002" urt="0.002"
127.0.0.1 - - [11/Aug/2025:07:03:38 +0000] "GET /health HTTP/1.1" 200 310 "-" "curl/8.14.1" "-" rt=0.002 uct="0.001" uht="0.002" urt="0.002"
127.0.0.1 - - [11/Aug/2025:07:04:08 +0000] "GET /health HTTP/1.1" 200 310 "-" "curl/8.14.1" "-" rt=0.003 uct="0.000" uht="0.003" urt="0.003"
127.0.0.1 - - [11/Aug/2025:07:21:34 +0000] "GET /health HTTP/1.1" 200 309 "-" "curl/8.14.1" "-" rt=0.003 uct="0.000" uht="0.003" urt="0.003"
127.0.0.1 - - [11/Aug/2025:07:37:50 +0000] "GET /health HTTP/1.1" 200 311 "-" "curl/8.14.1" "-" rt=0.003 uct="0.000" uht="0.002" urt="0.002"
127.0.0.1 - - [11/Aug/2025:07:38:20 +0000] "GET /health HTTP/1.1" 200 311 "-" "curl/8.14.1" "-" rt=0.003 uct="0.001" uht="0.003" urt="0.003"
127.0.0.1 - - [11/Aug/2025:07:53:53 +0000] "GET /health HTTP/1.1" 200 311 "-" "curl/8.14.1" "-" rt=0.003 uct="0.001" uht="0.004" urt="0.004"
127.0.0.1 - - [11/Aug/2025:08:09:41 +0000] "GET /health HTTP/1.1" 200 311 "-" "curl/8.14.1" "-" rt=0.004 uct="0.000" uht="0.004" urt="0.004"
127.0.0.1 - - [11/Aug/2025:08:10:11 +0000] "GET /health HTTP/1.1" 200 311 "-" "curl/8.14.1" "-" rt=0.002 uct="0.000" uht="0.002" urt="0.002"
127.0.0.1 - - [11/Aug/2025:08:10:41 +0000] "GET /health HTTP/1.1" 200 311 "-" "curl/8.14.1" "-" rt=0.002 uct="0.000" uht="0.003" urt="0.003"
127.0.0.1 - - [11/Aug/2025:08:11:11 +0000] "GET /health HTTP/1.1" 200 311 "-" "curl/8.14.1" "-" rt=0.003 uct="0.001" uht="0.003" urt="0.003"
127.0.0.1 - - [11/Aug/2025:08:11:41 +0000] "GET /health HTTP/1.1" 200 311 "-" "curl/8.14.1" "-" rt=0.005 uct="0.000" uht="0.005" urt="0.005"
127.0.0.1 - - [11/Aug/2025:08:29:02 +0000] "GET /health HTTP/1.1" 200 311 "-" "curl/8.14.1" "-" rt=0.003 uct="0.000" uht="0.002" urt="0.002"
127.0.0.1 - - [11/Aug/2025:08:29:32 +0000] "GET /health HTTP/1.1" 200 311 "-" "curl/8.14.1" "-" rt=0.006 uct="0.001" uht="0.006" urt="0.006"
127.0.0.1 - - [11/Aug/2025:08:46:48 +0000] "GET /health HTTP/1.1" 200 311 "-" "curl/8.14.1" "-" rt=0.003 uct="0.000" uht="0.003" urt="0.003"
127.0.0.1 - - [11/Aug/2025:08:47:18 +0000] "GET /health HTTP/1.1" 200 311 "-" "curl/8.14.1" "-" rt=0.005 uct="0.001" uht="0.005" urt="0.005"
127.0.0.1 - - [11/Aug/2025:09:04:55 +0000] "GET /health HTTP/1.1" 200 311 "-" "curl/8.14.1" "-" rt=0.003 uct="0.000" uht="0.003" urt="0.003"
127.0.0.1 - - [11/Aug/2025:09:05:26 +0000] "GET /health HTTP/1.1" 200 311 "-" "curl/8.14.1" "-" rt=0.003 uct="0.000" uht="0.003" urt="0.003"
127.0.0.1 - - [11/Aug/2025:09:21:55 +0000] "GET /health HTTP/1.1" 200 311 "-" "curl/8.14.1" "-" rt=0.006 uct="0.000" uht="0.006" urt="0.006"
127.0.0.1 - - [11/Aug/2025:09:37:57 +0000] "GET /health HTTP/1.1" 200 311 "-" "curl/8.14.1" "-" rt=0.002 uct="0.000" uht="0.002" urt="0.002"
127.0.0.1 - - [11/Aug/2025:09:38:27 +0000] "GET /health HTTP/1.1" 200 311 "-" "curl/8.14.1" "-" rt=0.002 uct="0.000" uht="0.002" urt="0.002"
127.0.0.1 - - [11/Aug/2025:09:54:31 +0000] "GET /health HTTP/1.1" 200 311 "-" "curl/8.14.1" "-" rt=0.003 uct="0.001" uht="0.003" urt="0.003"
127.0.0.1 - - [11/Aug/2025:10:10:58 +0000] "GET /health HTTP/1.1" 200 311 "-" "curl/8.14.1" "-" rt=0.004 uct="0.000" uht="0.003" urt="0.003"
127.0.0.1 - - [11/Aug/2025:10:11:28 +0000] "GET /health HTTP/1.1" 200 311 "-" "curl/8.14.1" "-" rt=0.003 uct="0.001" uht="0.003" urt="0.003"
127.0.0.1 - - [11/Aug/2025:10:26:18 +0000] "GET /health HTTP/1.1" 200 311 "-" "curl/8.14.1" "-" rt=0.002 uct="0.000" uht="0.002" urt="0.002"
127.0.0.1 - - [11/Aug/2025:10:26:48 +0000] "GET /health HTTP/1.1" 200 311 "-" "curl/8.14.1" "-" rt=0.002 uct="0.000" uht="0.003" urt="0.003"
127.0.0.1 - - [11/Aug/2025:10:46:12 +0000] "GET /health HTTP/1.1" 200 311 "-" "curl/8.14.1" "-" rt=0.002 uct="0.000" uht="0.002" urt="0.002"
127.0.0.1 - - [11/Aug/2025:11:56:20 +0000] "GET /health HTTP/1.1" 200 310 "-" "curl/8.14.1" "-" rt=0.004 uct="0.001" uht="0.004" urt="0.004"
127.0.0.1 - - [11/Aug/2025:13:03:42 +0000] "GET /health HTTP/1.1" 200 311 "-" "curl/8.14.1" "-" rt=0.004 uct="0.000" uht="0.003" urt="0.003"
127.0.0.1 - - [11/Aug/2025:13:54:12 +0000] "GET /health HTTP/1.1" 200 311 "-" "curl/8.14.1" "-" rt=0.005 uct="0.001" uht="0.005" urt="0.005"
127.0.0.1 - - [11/Aug/2025:14:57:07 +0000] "GET /health HTTP/1.1" 200 311 "-" "curl/8.14.1" "-" rt=0.004 uct="0.000" uht="0.003" urt="0.003"
127.0.0.1 - - [11/Aug/2025:16:19:04 +0000] "GET /health HTTP/1.1" 200 311 "-" "curl/8.14.1" "-" rt=0.002 uct="0.001" uht="0.003" urt="0.003"
127.0.0.1 - - [11/Aug/2025:17:24:44 +0000] "GET /health HTTP/1.1" 200 311 "-" "curl/8.14.1" "-" rt=0.005 uct="0.001" uht="0.005" urt="0.005"
127.0.0.1 - - [11/Aug/2025:18:26:30 +0000] "GET /health HTTP/1.1" 200 311 "-" "curl/8.14.1" "-" rt=0.005 uct="0.001" uht="0.005" urt="0.005"
127.0.0.1 - - [11/Aug/2025:19:32:23 +0000] "GET /health HTTP/1.1" 200 310 "-" "curl/8.14.1" "-" rt=0.007 uct="0.001" uht="0.007" urt="0.007"
127.0.0.1 - - [11/Aug/2025:20:27:34 +0000] "GET /health HTTP/1.1" 200 311 "-" "curl/8.14.1" "-" rt=0.007 uct="0.001" uht="0.007" urt="0.007"
127.0.0.1 - - [11/Aug/2025:20:28:04 +0000] "GET /health HTTP/1.1" 200 311 "-" "curl/8.14.1" "-" rt=0.003 uct="0.000" uht="0.003" urt="0.003"
127.0.0.1 - - [11/Aug/2025:20:28:34 +0000] "GET /health HTTP/1.1" 200 310 "-" "curl/8.14.1" "-" rt=0.002 uct="0.000" uht="0.003" urt="0.003"
127.0.0.1 - - [11/Aug/2025:20:29:04 +0000] "GET /health HTTP/1.1" 200 311 "-" "curl/8.14.1" "-" rt=0.002 uct="0.000" uht="0.002" urt="0.002"
127.0.0.1 - - [11/Aug/2025:20:29:34 +0000] "GET /health HTTP/1.1" 200 311 "-" "curl/8.14.1" "-" rt=0.002 uct="0.000" uht="0.002" urt="0.002"
127.0.0.1 - - [11/Aug/2025:20:30:04 +0000] "GET /health HTTP/1.1" 200 310 "-" "curl/8.14.1" "-" rt=0.004 uct="0.000" uht="0.004" urt="0.004"
127.0.0.1 - - [11/Aug/2025:20:30:34 +0000] "GET /health HTTP/1.1" 200 311 "-" "curl/8.14.1" "-" rt=0.002 uct="0.000" uht="0.002" urt="0.002"
127.0.0.1 - - [11/Aug/2025:20:31:04 +0000] "GET /health HTTP/1.1" 200 311 "-" "curl/8.14.1" "-" rt=0.002 uct="0.000" uht="0.002" urt="0.002"
127.0.0.1 - - [11/Aug/2025:20:31:34 +0000] "GET /health HTTP/1.1" 200 311 "-" "curl/8.14.1" "-" rt=0.002 uct="0.000" uht="0.002" urt="0.002"
127.0.0.1 - - [11/Aug/2025:20:32:04 +0000] "GET /health HTTP/1.1" 200 311 "-" "curl/8.14.1" "-" rt=0.008 uct="0.001" uht="0.007" urt="0.007"
127.0.0.1 - - [11/Aug/2025:20:32:34 +0000] "GET /health HTTP/1.1" 200 311 "-" "curl/8.14.1" "-" rt=0.007 uct="0.000" uht="0.007" urt="0.007"
127.0.0.1 - - [11/Aug/2025:20:33:04 +0000] "GET /health HTTP/1.1" 200 311 "-" "curl/8.14.1" "-" rt=0.014 uct="0.001" uht="0.015" urt="0.015"
127.0.0.1 - - [11/Aug/2025:20:33:34 +0000] "GET /health HTTP/1.1" 200 309 "-" "curl/8.14.1" "-" rt=0.007 uct="0.001" uht="0.007" urt="0.007"
127.0.0.1 - - [11/Aug/2025:20:34:05 +0000] "GET /health HTTP/1.1" 200 311 "-" "curl/8.14.1" "-" rt=0.009 uct="0.001" uht="0.009" urt="0.009"
127.0.0.1 - - [11/Aug/2025:20:34:35 +0000] "GET /health HTTP/1.1" 200 311 "-" "curl/8.14.1" "-" rt=0.005 uct="0.000" uht="0.005" urt="0.005"
127.0.0.1 - - [11/Aug/2025:20:35:05 +0000] "GET /health HTTP/1.1" 200 311 "-" "curl/8.14.1" "-" rt=0.005 uct="0.000" uht="0.005" urt="0.005"
127.0.0.1 - - [11/Aug/2025:20:35:35 +0000] "GET /health HTTP/1.1" 200 311 "-" "curl/8.14.1" "-" rt=0.022 uct="0.003" uht="0.021" urt="0.021"
127.0.0.1 - - [11/Aug/2025:20:36:05 +0000] "GET /health HTTP/1.1" 200 311 "-" "curl/8.14.1" "-" rt=0.003 uct="0.000" uht="0.002" urt="0.002"
127.0.0.1 - - [11/Aug/2025:20:36:35 +0000] "GET /health HTTP/1.1" 200 311 "-" "curl/8.14.1" "-" rt=0.003 uct="0.000" uht="0.003" urt="0.003"
127.0.0.1 - - [11/Aug/2025:20:37:05 +0000] "GET /health HTTP/1.1" 200 311 "-" "curl/8.14.1" "-" rt=0.003 uct="0.001" uht="0.004" urt="0.004"
127.0.0.1 - - [11/Aug/2025:20:37:35 +0000] "GET /health HTTP/1.1" 200 311 "-" "curl/8.14.1" "-" rt=0.010 uct="0.001" uht="0.011" urt="0.011"
127.0.0.1 - - [11/Aug/2025:20:38:05 +0000] "GET /health HTTP/1.1" 200 311 "-" "curl/8.14.1" "-" rt=0.002 uct="0.000" uht="0.002" urt="0.002"
127.0.0.1 - - [11/Aug/2025:20:38:35 +0000] "GET /health HTTP/1.1" 200 311 "-" "curl/8.14.1" "-" rt=0.007 uct="0.001" uht="0.007" urt="0.007"
127.0.0.1 - - [11/Aug/2025:20:39:05 +0000] "GET /health HTTP/1.1" 200 311 "-" "curl/8.14.1" "-" rt=0.002 uct="0.000" uht="0.002" urt="0.002"
127.0.0.1 - - [11/Aug/2025:20:39:35 +0000] "GET /health HTTP/1.1" 200 311 "-" "curl/8.14.1" "-" rt=0.007 uct="0.000" uht="0.006" urt="0.006"
127.0.0.1 - - [11/Aug/2025:20:40:05 +0000] "GET /health HTTP/1.1" 200 311 "-" "curl/8.14.1" "-" rt=0.008 uct="0.001" uht="0.009" urt="0.009"
127.0.0.1 - - [11/Aug/2025:20:40:35 +0000] "GET /health HTTP/1.1" 200 311 "-" "curl/8.14.1" "-" rt=0.031 uct="0.001" uht="0.031" urt="0.031"
127.0.0.1 - - [11/Aug/2025:20:41:06 +0000] "GET /health HTTP/1.1" 200 311 "-" "curl/8.14.1" "-" rt=0.024 uct="0.001" uht="0.024" urt="0.024"
127.0.0.1 - - [11/Aug/2025:20:41:36 +0000] "GET /health HTTP/1.1" 200 311 "-" "curl/8.14.1" "-" rt=0.007 uct="0.001" uht="0.008" urt="0.008"
127.0.0.1 - - [11/Aug/2025:20:42:06 +0000] "GET /health HTTP/1.1" 200 310 "-" "curl/8.14.1" "-" rt=0.004 uct="0.001" uht="0.004" urt="0.004"
127.0.0.1 - - [11/Aug/2025:20:42:36 +0000] "GET /health HTTP/1.1" 200 311 "-" "curl/8.14.1" "-" rt=0.022 uct="0.001" uht="0.022" urt="0.022"
127.0.0.1 - - [11/Aug/2025:20:43:06 +0000] "GET /health HTTP/1.1" 200 311 "-" "curl/8.14.1" "-" rt=0.002 uct="0.000" uht="0.003" urt="0.003"
127.0.0.1 - - [11/Aug/2025:20:43:36 +0000] "GET /health HTTP/1.1" 200 310 "-" "curl/8.14.1" "-" rt=0.002 uct="0.000" uht="0.002" urt="0.002"
127.0.0.1 - - [11/Aug/2025:20:44:06 +0000] "GET /health HTTP/1.1" 200 310 "-" "curl/8.14.1" "-" rt=0.006 uct="0.001" uht="0.006" urt="0.006"
127.0.0.1 - - [11/Aug/2025:20:44:36 +0000] "GET /health HTTP/1.1" 200 311 "-" "curl/8.14.1" "-" rt=0.014 uct="0.000" uht="0.014" urt="0.014"
127.0.0.1 - - [11/Aug/2025:20:45:06 +0000] "GET /health HTTP/1.1" 200 311 "-" "curl/8.14.1" "-" rt=0.002 uct="0.000" uht="0.002" urt="0.002"
127.0.0.1 - - [11/Aug/2025:20:45:36 +0000] "GET /health HTTP/1.1" 200 311 "-" "curl/8.14.1" "-" rt=0.014 uct="0.000" uht="0.014" urt="0.014"
127.0.0.1 - - [11/Aug/2025:20:46:06 +0000] "GET /health HTTP/1.1" 200 311 "-" "curl/8.14.1" "-" rt=0.002 uct="0.000" uht="0.002" urt="0.002"
127.0.0.1 - - [11/Aug/2025:20:46:36 +0000] "GET /health HTTP/1.1" 200 311 "-" "curl/8.14.1" "-" rt=0.003 uct="0.000" uht="0.003" urt="0.003"
127.0.0.1 - - [11/Aug/2025:20:47:06 +0000] "GET /health HTTP/1.1" 200 311 "-" "curl/8.14.1" "-" rt=0.011 uct="0.000" uht="0.011" urt="0.011"
127.0.0.1 - - [11/Aug/2025:20:47:37 +0000] "GET /health HTTP/1.1" 200 311 "-" "curl/8.14.1" "-" rt=0.016 uct="0.000" uht="0.016" urt="0.016"
127.0.0.1 - - [11/Aug/2025:20:48:07 +0000] "GET /health HTTP/1.1" 200 311 "-" "curl/8.14.1" "-" rt=0.013 uct="0.001" uht="0.014" urt="0.014"
127.0.0.1 - - [11/Aug/2025:20:48:37 +0000] "GET /health HTTP/1.1" 200 311 "-" "curl/8.14.1" "-" rt=0.007 uct="0.001" uht="0.007" urt="0.007"
127.0.0.1 - - [11/Aug/2025:20:49:07 +0000] "GET /health HTTP/1.1" 200 311 "-" "curl/8.14.1" "-" rt=0.013 uct="0.000" uht="0.013" urt="0.013"
127.0.0.1 - - [11/Aug/2025:20:49:37 +0000] "GET /health HTTP/1.1" 200 311 "-" "curl/8.14.1" "-" rt=0.008 uct="0.001" uht="0.009" urt="0.009"
127.0.0.1 - - [11/Aug/2025:20:50:07 +0000] "GET /health HTTP/1.1" 200 311 "-" "curl/8.14.1" "-" rt=0.007 uct="0.001" uht="0.007" urt="0.007"
127.0.0.1 - - [11/Aug/2025:20:50:37 +0000] "GET /health HTTP/1.1" 200 311 "-" "curl/8.14.1" "-" rt=0.007 uct="0.000" uht="0.007" urt="0.007"
127.0.0.1 - - [11/Aug/2025:20:51:07 +0000] "GET /health HTTP/1.1" 200 311 "-" "curl/8.14.1" "-" rt=0.014 uct="0.001" uht="0.015" urt="0.015"
127.0.0.1 - - [11/Aug/2025:20:51:37 +0000] "GET /health HTTP/1.1" 200 311 "-" "curl/8.14.1" "-" rt=0.002 uct="0.000" uht="0.002" urt="0.002"
127.0.0.1 - - [11/Aug/2025:20:52:07 +0000] "GET /health HTTP/1.1" 200 311 "-" "curl/8.14.1" "-" rt=0.013 uct="0.000" uht="0.013" urt="0.013"
127.0.0.1 - - [11/Aug/2025:20:52:37 +0000] "GET /health HTTP/1.1" 200 311 "-" "curl/8.14.1" "-" rt=0.009 uct="0.000" uht="0.009" urt="0.009"
127.0.0.1 - - [11/Aug/2025:20:53:07 +0000] "GET /health HTTP/1.1" 200 311 "-" "curl/8.14.1" "-" rt=0.004 uct="0.001" uht="0.005" urt="0.005"
127.0.0.1 - - [11/Aug/2025:20:53:37 +0000] "GET /health HTTP/1.1" 200 310 "-" "curl/8.14.1" "-" rt=0.003 uct="0.000" uht="0.003" urt="0.003"
127.0.0.1 - - [11/Aug/2025:20:54:07 +0000] "GET /health HTTP/1.1" 200 309 "-" "curl/8.14.1" "-" rt=0.011 uct="0.000" uht="0.011" urt="0.011"
127.0.0.1 - - [11/Aug/2025:20:54:38 +0000] "GET /health HTTP/1.1" 200 310 "-" "curl/8.14.1" "-" rt=0.002 uct="0.000" uht="0.002" urt="0.002"
127.0.0.1 - - [11/Aug/2025:20:55:08 +0000] "GET /health HTTP/1.1" 200 310 "-" "curl/8.14.1" "-" rt=0.010 uct="0.000" uht="0.010" urt="0.010"
127.0.0.1 - - [11/Aug/2025:20:55:38 +0000] "GET /health HTTP/1.1" 200 310 "-" "curl/8.14.1" "-" rt=0.010 uct="0.001" uht="0.010" urt="0.010"
127.0.0.1 - - [11/Aug/2025:20:56:08 +0000] "GET /health HTTP/1.1" 200 310 "-" "curl/8.14.1" "-" rt=0.011 uct="0.001" uht="0.012" urt="0.012"
127.0.0.1 - - [11/Aug/2025:20:56:38 +0000] "GET /health HTTP/1.1" 200 310 "-" "curl/8.14.1" "-" rt=0.006 uct="0.000" uht="0.006" urt="0.006"
127.0.0.1 - - [11/Aug/2025:20:57:08 +0000] "GET /health HTTP/1.1" 200 309 "-" "curl/8.14.1" "-" rt=0.009 uct="0.000" uht="0.009" urt="0.009"
127.0.0.1 - - [11/Aug/2025:20:57:38 +0000] "GET /health HTTP/1.1" 200 309 "-" "curl/8.14.1" "-" rt=0.006 uct="0.000" uht="0.006" urt="0.006"
127.0.0.1 - - [11/Aug/2025:20:58:08 +0000] "GET /health HTTP/1.1" 200 310 "-" "curl/8.14.1" "-" rt=0.006 uct="0.000" uht="0.006" urt="0.006"
127.0.0.1 - - [11/Aug/2025:20:58:38 +0000] "GET /health HTTP/1.1" 200 309 "-" "curl/8.14.1" "-" rt=0.001 uct="0.000" uht="0.001" urt="0.001"
127.0.0.1 - - [11/Aug/2025:20:59:08 +0000] "GET /health HTTP/1.1" 200 310 "-" "curl/8.14.1" "-" rt=0.003 uct="0.000" uht="0.003" urt="0.003"
127.0.0.1 - - [11/Aug/2025:20:59:38 +0000] "GET /health HTTP/1.1" 200 310 "-" "curl/8.14.1" "-" rt=0.005 uct="0.000" uht="0.004" urt="0.004"
127.0.0.1 - - [11/Aug/2025:21:00:08 +0000] "GET /health HTTP/1.1" 200 310 "-" "curl/8.14.1" "-" rt=0.002 uct="0.000" uht="0.001" urt="0.001"
127.0.0.1 - - [11/Aug/2025:21:00:38 +0000] "GET /health HTTP/1.1" 200 310 "-" "curl/8.14.1" "-" rt=0.004 uct="0.000" uht="0.004" urt="0.004"
127.0.0.1 - - [11/Aug/2025:21:01:08 +0000] "GET /health HTTP/1.1" 200 311 "-" "curl/8.14.1" "-" rt=0.002 uct="0.000" uht="0.002" urt="0.002"
127.0.0.1 - - [11/Aug/2025:21:01:38 +0000] "GET /health HTTP/1.1" 200 311 "-" "curl/8.14.1" "-" rt=0.002 uct="0.000" uht="0.001" urt="0.001"
127.0.0.1 - - [11/Aug/2025:21:02:09 +0000] "GET /health HTTP/1.1" 200 310 "-" "curl/8.14.1" "-" rt=0.003 uct="0.000" uht="0.003" urt="0.003"
127.0.0.1 - - [11/Aug/2025:21:02:39 +0000] "GET /health HTTP/1.1" 200 310 "-" "curl/8.14.1" "-" rt=0.003 uct="0.000" uht="0.003" urt="0.003"
127.0.0.1 - - [11/Aug/2025:21:03:09 +0000] "GET /health HTTP/1.1" 200 311 "-" "curl/8.14.1" "-" rt=0.001 uct="0.000" uht="0.002" urt="0.002"
